"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-10","85","97","73"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-11","85","98","73"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-12","84","95","72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-13","83",,"72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-14","84",,"70"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-15","83","98","68"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-16","83","98","67"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-17","82","96","67"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-18","82","96","67"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-19","83","99",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-20","83",,"68"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-21","80","96","67"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-22","82","98",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-23","81","97",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-24","79","92","66"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-25","76","91","65"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-26","78","95","63"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-27","77","92",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-28","77","95",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-29","77","90","67"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-30","76","88","65"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-10-31","75",,"64"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-01","76","91","65"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-02","76","88","65"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-03","76","88",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-04","74","86",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-05","75","87","63"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-06","75",,"64"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-07","72","86",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-08","68",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-09","71","86","58"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-10","70","84",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-11","70","85","57"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-12","69","83",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-13","70","84","58"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-14","70","83","61"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-15","70","83","59"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-16","67","79",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-17","68","80","58"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-18","68",,"59"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-19","66","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-20","62","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-21","62","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-22","63","77",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-23","62",,"49"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-24","64","79","49"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-25","64","80","51"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-26","61",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-27","64","78","51"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-28","65","83","51"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-29","68","87","53"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-11-30","66",,"52"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-01","63",,"49"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-02","62","79","48"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-03","62","79","50"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-04","63",,"50"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-05","66","74","58"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-06","65","85","56"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-07","64","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-08","62","76","49"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-09","63","79","49"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-10","63","81","48"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-11","64","77","50"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-12","61","68","56"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-13","58",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-14","55","65",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-15","53","68","46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-16","54","66",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-17","57",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-18","60","75",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-19","60","74","48"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-20","62","70","51"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-21","62","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-22","61",,"48"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-23","60","77",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-24","61","77","46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-25","59","73","48"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-26","59",,"46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-27","61",,"47"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-28","61","76","47"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-29","61",,"47"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-30","58","73","47"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2017-12-31","56","72","46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-01","55","68",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-02","53","63","46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-03","51",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-04","52","70",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-05","53","70",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-06","52","69",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-07","54","69","42"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-08","54","70","42"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-09","55","70","42"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-10","57","72",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-11","56","72",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-12","59","74","46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-13","58","75","45"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-14","58","76","44"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-15","57","73",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-16","59","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-17","59","76","47"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-18","62","80",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-19","59",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-20","56","72","45"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-21","58","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-22","61","77",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-23","56","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-24","54","63","48"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-25","53","62",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-26","53","64","47"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-27","54","67",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-28","56","71","46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-29","58","76","44"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-30","63",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-01-31","62","77","50"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-01","66","81","51"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-02","65","81",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-03","61","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-04","59","76","46"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-05","60","73","45"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-06","60","73",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-07","59",,"45"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-08","59","74","44"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-09","60","77","45"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-10","63","78",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-11","66","78","52"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-12","61","72",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-13","62","75","50"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-14","60","75",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-15","63","76",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-16","64","77",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-17","65","79","54"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-18","65","81",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-19","66","82","51"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-20","69","85","53"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-21","74","90","58"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-22","74","90","59"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-23","76","90","62"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-24","77","90","65"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-25","72","90",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-26","70","83","56"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-27","73","86",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-02-28","74","88","63"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-01","74","87","61"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-02","76",,"62"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-03","77","92",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-04","73","87",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-05","71","86",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-06","70","85",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-07","71","87","56"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-08","76","91","58"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-09","77","92","62"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-10","76","92",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-11","76","92","59"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-12","78","94","62"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-13","81","99",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-14","81","94","68"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-15","78","92","66"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-16","76","90",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-17","75","90","60"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-18","76","93","60"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-19","79","96","62"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-20","82","97","63"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-21","79","92",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-22","76","89",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-23","75","88","63"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-24","78","93","63"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-25","79","93","64"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-26","80","95",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-27","84","102","64"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-28","86","105","66"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-29","84","105","66"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-30","85","99","72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-03-31","80","96","68"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-01","83","97","69"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-02","86",,"72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-03","89",,"74"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-04","91","104",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-05","90","102","75"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-06","83","101",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-07","83","97","67"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-08","86","100","72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-09","78","89","69"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-10","84","98","73"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-11","79",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-12","82","94","65"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-13","85","99","66"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-14","87","101","68"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-15","90","104","72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-16","90","107","77"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-17","92",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-18","90",,"72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-19","92",,"76"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-20","92","104",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-21","84","97","73"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-22","85","98","68"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-23","87","100","67"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-24","90","104","71"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-25","94","110","72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-27","92","106","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-28","94","106","83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-29","92","108",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-04-30","92","107","77"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-01","90","102","78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-02","86","103",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-03","85","98","71"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-04","89","101","75"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-05","94",,"78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-06","90","101",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-07","93","106","76"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-08","85","98",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-09","84","100","73"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-10","91","104","72"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-11","97",,"78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-12","96","110","83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-13","87","110",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-14","87","100","71"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-15","90","103",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-16","96","108","74"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-17","96","110","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-18","95","107","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-19","94","108","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-20","97","109","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-21","99","112","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-22","100","115","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-23","100","115","83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-24","98","111","84"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-25","100","114","80"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-26","100","115","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-27","101","114",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-28","97","112","82"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-29","100",,"81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-30","95","109","84"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-05-31","99","110","83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-01","93","111",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-02","91","111","78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-03","94","107","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-04","98","110","85"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-05","98","109","88"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-06","92","101","83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-07","98","108","84"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-08","97","108",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-09","89","106",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-10","92","101","74"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-11","96","106","83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-12","100","108","85"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-13","101","108","92"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-14","100",,"89"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-15","98","106","90"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-16","96","106",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-17","89",,"80"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-18","90","101",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-19","94","106",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-20","98","110","85"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-21","98","110","88"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-22","101",,"86"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-23","101","113","90"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-24","100","111","89"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-25","97","110",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-26","91",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-27","86","100",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-28","85","93",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-29","86","95","78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-06-30","87","96","78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-01","90",,"82"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-02","89","100",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-03","90",,
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-04","89","98",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-05","90",,"83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-06","92","99",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-07","93","102","83"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-08","96","106",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-09","94","106",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-10","93","105",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-11","90","100",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-12","90","101",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-13","84","92",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-14","85","92","78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-15","89","97","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-16","86","97",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-17","91",,"80"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-18","90","99",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-19","89","100",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-20","86","92","81"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-21","84","95",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-22","83","94","79"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-23","87","96",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-24","90","100",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-25","85","100",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-26","80",,"78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-27","80","83","78"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-28","81","88",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-29","86","95","77"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-30","88","95","77"
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-07-31","86","95",
"IN022023000","NEW DELHI PALAM, IN","28.567","77.117","233.0","2018-08-01","89","96","74"
