,IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
940,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,GRC,Greece,NBR,Number,0,Units,,,255.0,,
941,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,0,Units,,,2721.0,,
942,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,0,Units,,,2433.0,,
943,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,0,Units,,,162.0,,
944,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,0,Units,,,105.0,,
945,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,0,Units,,,382.0,,
946,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,0,Units,,,162.0,,
947,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,NBR,Number,0,Units,,,105.0,,
948,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,ISL,Iceland,NBR,Number,0,Units,,,438.0,,
949,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ISL,Iceland,NBR,Number,0,Units,,,52.0,,
950,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,1050.0,,
951,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,1050.0,,
952,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,25.0,,
953,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,20.0,,
954,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,56.0,,
955,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,101.0,,
956,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,25.0,,
957,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,20.0,,
958,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,NBR,Number,0,Units,,,56.0,,
959,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,0,Units,,,8195.0,,
960,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,0,Units,,,269.0,,
961,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,0,Units,,,193.0,,
962,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,0,Units,,,169.0,,
963,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ITA,Italy,NBR,Number,0,Units,,,631.0,,
964,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,0,Units,,,7000.0,,
965,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,0,Units,,,529.0,,
966,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,0,Units,,,520.0,,
967,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,0,Units,,,741.0,,
968,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,JPN,Japan,NBR,Number,0,Units,,,1790.0,,
969,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,4552.0,,
970,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,457.0,,
971,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,86.0,,
972,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,28.0,,
973,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,110.0,,
974,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,224.0,,
975,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,20.0,,
976,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,9.0,,
977,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,15.0,,
978,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,1323.0,,
979,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,1205.0,,
980,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,124.0,,
981,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,121.0,,
982,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,109.0,,
983,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,354.0,,
984,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,124.0,,
985,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,121.0,,
986,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,NBR,Number,0,Units,,,109.0,,
987,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,23296.0,,
988,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,11551.0,,
989,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,220.0,,
990,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,6.0,,
991,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,350.0,,
992,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,576.0,,
993,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,130.0,,
994,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,5.0,,
995,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,NBR,Number,0,Units,,,214.0,,
996,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,1395.0,,
997,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,117.0,,
998,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,71.0,,
999,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,168.0,,
1000,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,NLD,Netherlands,NBR,Number,0,Units,,,356.0,,
1001,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,0,Units,,,5038.0,,
1002,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,0,Units,,,2485.0,,
1003,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,0,Units,,,64.0,,
1004,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,0,Units,,,163.0,,
1005,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,NZL,New Zealand,NBR,Number,0,Units,,,101.0,,
1006,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,3243.0,,
1007,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,1357.0,,
1008,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,100.0,,
1009,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,35.0,,
1010,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,111.0,,
1011,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,246.0,,
1012,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,100.0,,
1013,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,35.0,,
1014,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,NOR,Norway,NBR,Number,0,Units,,,111.0,,
1015,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,3139.0,,
1016,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,2580.0,,
1017,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,154.0,,
1018,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,127.0,,
1019,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,208.0,,
1020,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,489.0,,
1021,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,140.0,,
1022,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,117.0,,
1023,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,194.0,,
1024,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,PRT,Portugal,NBR,Number,0,Units,,,3607.0,,
1025,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,PRT,Portugal,NBR,Number,0,Units,,,2927.0,,
1026,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,0,Units,,,3619.0,,
1027,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,0,Units,,,171.0,,
1028,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,0,Units,,,155.0,,
1029,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,0,Units,,,201.0,,
1030,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,NBR,Number,0,Units,,,527.0,,
1031,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,7603.0,,
1032,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,202.0,,
1033,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,240.0,,
1034,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,439.0,,
1035,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,881.0,,
1036,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,202.0,,
1037,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,240.0,,
1038,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,439.0,,
1039,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,1561.0,,
1040,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,1561.0,,
1041,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,114.0,,
1042,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,43.0,,
1043,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,113.0,,
1044,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,270.0,,
1045,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,2613.0,,
1046,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,2613.0,,
1047,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,197.0,,
1048,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,111.0,,
1049,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,362.0,,
1050,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,670.0,,
1051,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,197.0,,
1052,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,111.0,,
1053,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,362.0,,
1054,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,TUR,Turkey,NBR,Number,0,Units,,,12145.0,,
1055,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,TUR,Turkey,NBR,Number,0,Units,,,1282.0,,
1056,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,4562.0,,
1057,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,1932.0,,
1058,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,110.0,,
1059,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,42.0,,
1060,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,214.0,,
1061,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,366.0,,
1062,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,110.0,,
1063,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,42.0,,
1064,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,214.0,,
1065,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,6103.0,,
1066,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,199.0,,
1067,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,153.0,,
1068,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,426.0,,
1069,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,199.0,,
1070,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,153.0,,
1071,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,2013.0,,
1072,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,1308.0,,
1073,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,67.0,,
1074,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,35.0,,
1075,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,102.0,,
1076,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,204.0,,
1077,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,67.0,,
1078,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,35.0,,
1079,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,102.0,,
1080,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,2288.0,,
1081,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,123.0,,
1082,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,67.0,,
1083,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,ISR,Israel,NBR,Number,0,Units,,,184.0,,
1084,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,RUS,Russia,NBR,Number,0,Units,,,63.0,,
1085,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,3452.0,,
1086,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,3119.0,,
1087,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,80.0,,
1088,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,254.0,,
1089,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,334.0,,
1090,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,80.0,,
1091,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,254.0,,
1092,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,5305.0,,
1093,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,5257.0,,
1094,ENDANGERED,Number of endangered species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,19.0,,
1095,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,2.0,,
1096,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,17.0,,
1097,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,7.0,,
1098,CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,4.0,,
1099,CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,3.0,,
1100,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,24.0,,
1101,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,8.0,,
1102,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,16.0,,
1103,THREATENED,Total number of threatened species,FISH_TOT,Fish,AUS,Australia,NBR,Number,0,Units,,,50.0,,
1104,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,AUS,Australia,NBR,Number,0,Units,,,14.0,,
1105,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,AUS,Australia,NBR,Number,0,Units,,,36.0,,
1112,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,84.0,,
1113,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,AUT,Austria,NBR,Number,0,Units,,,84.0,,
1114,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,AUT,Austria,NBR,Number,0,Units,,,84.0,,
