survey_id,survey_name,language,last_connection_date,week_of_last_connection,start_time_of_last_connectio,duration_of_connection_in_seconds,duration_of_connection_in_minutes,last_question_filled,number_of_connections,disposition,total_duration_in_sec,device,device_os,survey_link,person_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7
40892,DTP001,en,20210618,5,20:50:11,0,0,Q1_INTRO,2,2,8,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOEL3mUo8rvxoZ7BT1jVgMLl81EFUNGm64SxfxiwNLLK,3384205,,,,,,,
64949,DTP001,en,20210621,1,06:45:49,0,0,Q1_INTRO,2,2,58,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJnYcp9gu1xeJ2hCwGtk3fOhiCWPTuYqldWu5AD9DGCI,18049826,,,,,,,
1022,DTP001,en,20210619,6,14:28:04,0,0,Q1_INTRO,4,2,7,Desktop,Linux,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfIog0gBzv8TL29rv8h14fKY1cMTHlWViHnKUg2zT3rbU,17042771,,,,,,,
7951,DTP001,en,20210619,6,14:19:53,0,0,Q1_INTRO,2,2,130,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfG%2F2ItmUbBU8fQiIq0Rw1cIt5ckNxbHSIuSJIsmxsGOP,17781877,,,,,,,
63284,DTP001,en,20210614,1,18:31:45,0,0,Q1_INTRO,4,2,28,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJ8dP2AXKOAp8XeuEM01w%2FCBmCuZIp8B6x1qYl52qXvW,2552246,,,,,,,
55697,DTP001,en,20210622,2,09:51:37,0,0,Q1_INTRO,2,2,23,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfP%2FB4xwOMd%2B3lcNzxLsaNNQMWveuRtTUtRZ%2Bz9uycp3J,708,,,,,,,
47644,DTP001,en,20210616,3,10:05:30,0,0,Q1_INTRO,2,2,26,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEwfUVHzlMVLyUuf2C94SHx5euEADU7uWQmNLTo76k9i,15230857,,,,,,,
30980,DTP001,en,20210622,2,18:49:47,0,0,Q1_INTRO,2,2,16,Unknown,Not A Device,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfK0F95AtKdluV96MFf8fkWqENSAjOj666x3fZbdUUsaj,109377,,,,,,,
41369,DTP001,en,20210616,3,13:37:04,0,0,Q1_INTRO,5,2,9,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfBsQVS6u94phUVovzSWzT6wJRM9r2fyzAF5P%2FJmjmdXV,793518,,,,,,,
8232,DTP001,en,20210619,6,14:32:27,0,0,Q1_INTRO,2,2,41,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfA%2B0dzJ4XWEo0aLAg1fKQhA2ewF3PxDakCFZOAiLS%2F0r,4768372,,,,,,,
2215,DTP001,en,20210620,0,10:04:55,0,0,Q1_INTRO,2,2,20,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfMpBjD7PU4aaSVSd4oBJ9xvtC8z4r%2Bw%2B4C05nYlKJft4,74551,,,,,,,
29183,DTP001,en,20210622,2,19:06:52,0,0,Q1_INTRO,2,2,96,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfAmH8SniYYiISSEcJvcY43Z2OcF4NsvqBmni4GwCIuAM,15175514,,,,,,,
9325,DTP001,en,20210619,6,14:32:37,0,0,Q1_INTRO,2,2,16,Unknown,Not A Device,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfBaGWmrvs0gxYTk%2Fu0j9%2F%2Fa09qpmiMSd2uwohzHw%2BeDh,18219589,,,,,,,
1542,DTP001,en,20210619,6,14:20:08,0,0,Q1_INTRO,2,2,7,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGSwPzspFSpa%2FpmUQo41F70oesq2cxZ3gYxpnqO8uXTc,2622977,,,,,,,
17543,DTP001,en,20210620,0,14:26:32,1,0,Q1_INTRO,2,2,29,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOZNsc5qigGPG4%2BVyutgkG%2BPSz6%2FwdWGJMwVSxnqADgV,19044134,,,,,,,
24201,DTP001,en,20210622,2,14:20:53,1,0,Q1_INTRO,2,2,9,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNO3wL9iqaTbgUI8o6s3JXoyziPB0xYNFQS5oinIJBId,19011253,,,,,,,
81174,DTP001,en,20210615,2,16:40:04,2,0,Q1_INTRO,1,2,2,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfBTy9dh4kCkz%2FUlIZJFDY4A1JidA%2F35Q%2FmQVhY6Nfx5a,15815314,,,,,,,
89801,DTP001,en,20210614,1,22:04:15,2,0,Q1_INTRO,1,2,2,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKktyPZJI3NOsLtu7tRRyEHVTf7szIzO8d0k%2Bz6jQyoQ,4635720,,,,,,,
89045,DTP001,en,20210614,1,17:31:26,3,0,Q1_INTRO,1,2,3,Desktop,Mac OS X,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDOgqzDbd3CsswzL4Jmr6zusWh7tm4nTOHSKygZ0%2FVYR,17044707,,,,,,,
93413,DTP001,en,20210615,2,20:26:55,3,0,Q1_INTRO,1,2,3,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGPV9Qz8%2FknvMAv4Gi18%2FpNDD5IK8KbCEj%2BC5xE%2BS28E,17986870,,,,,,,
24809,DTP001,en,20210618,5,05:05:24,4,0,Q1_INTRO,2,2,23,Unknown,Not A Device,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfB7dcPWzw%2BoYTm7%2BGIo0Mk1DJO%2Bsjr8aLxPY5vIby7fr,2623480,,,,,,,
98626,DTP001,en,20210615,2,16:48:43,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNe0%2BBrQsKpZ5vf4NQ5jkXwOsodbe2Lab2Vp7d7JhKdR,1390710,,,,,,,
68165,DTP001,en,20210614,1,16:26:52,4,0,Q1_INTRO,2,2,4,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNWzHy92Du38Q7HjYlA0COO%2BCzQjSUHiG6%2F%2FTEgszjLF,19225853,,,,,,,
8462,DTP001,en,20210615,2,17:14:41,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfAIp2hnc2No7edEi3RzUvagBt35Gm6HF%2BtPpQNoKZhih,18284239,,,,,,,
1479,DTP001,en,20210614,1,18:19:18,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfFmLT1CDX2Od2d59geWqZ%2Bo65eLJuyVtdKF6DKocihZE,411158,,,,,,,
4310,DTP001,en,20210614,1,16:22:39,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNsbUY8Bg%2BWdjjSXvoYwTSPPZPVZ2KFNyuaz4OmZRdMe,16394781,,,,,,,
4662,DTP001,en,20210619,6,16:49:06,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNFjgstdjJTbcQTdYm9Q%2Fgf%2BkGFpqCXM282pzevWrpP6,15264323,,,,,,,
5695,DTP001,en,20210615,2,18:22:59,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDqfj%2BU47lw2oMvxka6RT8TudgKsRYnhDvYSOo6uVn2t,17428052,,,,,,,
87716,DTP001,en,20210615,2,16:55:52,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOuyZLpmXBgPh%2FyphqhnW%2BHdVY3rJ57u6B3bqCmP5EgE,3375407,,,,,,,
29025,DTP001,en,20210615,2,19:08:25,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDFaWq42qqSfvyGNn%2F7CNSpjolahGBTyVjoVTs%2FoUAu8,19111144,,,,,,,
20870,DTP001,en,20210619,6,21:21:20,4,0,Q1_INTRO,1,2,4,Desktop,Mac OS X,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCHJ0EtRC925b2neuAdqflHEA6sUydcE3X4Ha8QqE2eQ,2121308,,,,,,,
91133,DTP001,en,20210615,2,19:51:31,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJwKpw8FsidzL5krSOFLTazS7VWx3GiDFmP2SiagvNFx,1236278,,,,,,,
24357,DTP001,en,20210615,2,18:55:39,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfPhDxH3248FFtUVaox6xu72VzuI3tkY5N60X%2FVFP8q8M,19511265,,,,,,,
31428,DTP001,en,20210614,1,17:50:29,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfAAyQTM5J03lHgE0gQSqe9Pjd%2Fr6cevVI9Bp5CkVMZB4,18898546,,,,,,,
64626,DTP001,en,20210615,2,17:51:23,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfMfgiMSa6dX3nA2kRxxHFtB1jcvAA0IgUVY75%2B9pdn%2FC,18829273,,,,,,,
95367,DTP001,en,20210615,2,17:21:21,4,0,Q1_INTRO,1,2,4,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHB%2B5I7RfMv4xG3YsCepbRCOI21usBQLvJXmdTfl%2FVFw,18715218,,,,,,,
80328,DTP001,en,20210614,1,23:35:21,4,0,Q1_INTRO,3,2,31,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCgPzaxaNu1VeEPzBX8jQB3htt2IAG11b3oiZogvTkOJ,15699674,,,,,,,
69523,DTP001,en,20210614,1,17:09:36,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHaVsKaHefWH%2Bg9pF2GuMoHDLdYzbS2p9FtPY7NXhLlJ,18405710,,,,,,,
17398,DTP001,en,20210616,3,14:46:38,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfP0exQWy7mGvR5gHEYwQ4MsrBxFjtMpXhPIAUH1ULsqB,2421477,,,,,,,
85776,DTP001,en,20210615,2,17:27:57,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHQkbQzWUFSmokqlLELYpLz7Cs3b1%2F%2F4BcYX3Bm3t1ho,15566762,,,,,,,
68852,DTP001,en,20210616,3,12:00:42,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEgxE1zA40M6oMjKpoL2KOCt4oTjalLyOjMlVcXl1m0a,18561359,,,,,,,
60951,DTP001,en,20210615,2,16:55:43,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDNrQXvCamI%2FHcexwJC%2Bej81NlpL5U3JF2knaaCvNnF0,18967101,,,,,,,
17200,DTP001,en,20210619,6,14:19:46,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKp%2FE%2FcuqkFjkhKBO5s%2BROsxRKQf6HKgtNfRKiiUXLQr,15847006,,,,,,,
100245,DTP001,en,20210615,2,18:03:48,5,0,Q1_INTRO,1,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfC3BUGRgthvVIlpSj7Ys3Ci%2F9ZdeCakUWff5OQTzQ908JRyvpBCJvN4%3D,16997258,,,,,,,
56222,DTP001,en,20210615,2,17:15:32,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNTT8AkFadr5yex8Fkc6fzRwBJ1P6ydIK5G6Tb2D6tJL,18657117,,,,,,,
29185,DTP001,en,20210614,1,17:29:06,5,0,Q1_INTRO,1,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfLBaUFT0PGdyK08wglmUoKskIDsGS%2Bnq7sJA9yG6qRTA,4163199,,,,,,,
64423,DTP001,en,20210615,2,18:41:42,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEo%2F4H5ZM05B9%2FEvsKx%2FMCK0SFFQQa%2FupGoDaz2haL2V,18641113,,,,,,,
36616,DTP001,en,20210614,1,17:18:12,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEM8l1Hf3Qya6WCckrQ7yUde%2Fc%2FzDwuk9w0R4hfp4daY,3371848,,,,,,,
80831,DTP001,en,20210614,1,16:34:54,5,0,Q1_INTRO,1,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDjBKowsdkRNZfQywSr8eLaX5Fxex15pB%2FyZVA0nma8F,16418522,,,,,,,
37905,DTP001,en,20210614,1,19:15:37,5,0,Q1_INTRO,1,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNCbZWl0aB6S1uOB07jrjJ2G161D%2FQp6zFjkuoZy4r7s,15881618,,,,,,,
66589,DTP001,en,20210614,1,17:40:14,5,0,Q1_INTRO,1,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfP%2Fm3716myFHwT8Ti1B4PPqHMsgNfIBDL%2FCFLPC7RAE3,18559049,,,,,,,
65313,DTP001,en,20210614,1,22:08:32,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDAVC%2BXSUaZjm2VUd1ac4s%2Bv%2FZwq9w9nGBlsMWR2%2Bz86,18995680,,,,,,,
12794,DTP001,en,20210619,6,15:16:14,5,0,Q1_INTRO,2,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKo4yWHzBie4CHFo%2Furnojl%2BaESeLW%2BhUk9fb%2FxynnzS,17352497,,,,,,,
85167,DTP001,en,20210615,2,18:42:03,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfBT4akL7puiiivetdBbueaAS7tAI6COfvQQqmAmNuTIc,17571216,,,,,,,
18297,DTP001,en,20210615,2,17:17:44,5,0,Q1_INTRO,2,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOJngUAISWBXRdN3HYpd%2BTQexl8bB56PeC1%2BPKPpM39%2B,16042968,,,,,,,
79503,DTP001,en,20210615,2,17:26:34,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGnjbRNF0GYUSdQ%2FU%2BwLRdufJ5p9Pa4S56qlomYJYqMo,176677,,,,,,,
90400,DTP001,en,20210616,3,16:01:32,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHT50%2BHcm21wckIxZiwYjI8C0Jx2jOuFgdOHZu7CkQeV,4775412,,,,,,,
94569,DTP001,en,20210614,1,18:17:54,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfIMVxrr%2FFuxWMCjj8s%2ByVZU%2Fzov8OJja9uofI3UTzzA8,18811777,,,,,,,
77202,DTP001,en,20210615,2,17:15:18,5,0,Q1_INTRO,1,2,5,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGV4heYwnZwWOyCF9GR9%2BCzrDcFlJR0oUgly%2FSOn9fx4,16371116,,,,,,,
14073,DTP001,en,20210619,6,14:22:04,5,0,Q1_INTRO,1,2,5,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfISVH7B%2FbzDZWtdYIpVPc%2FRKPEPhBI%2BMp8ouBtRWpKpx,18263757,,,,,,,
67792,DTP001,en,20210615,2,16:46:47,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKcBCagWqQ8rNRIYDDbhaZ%2FLxxWcAmtCgInrhIM1LaU%2F,19070650,,,,,,,
33545,DTP001,en,20210615,2,16:45:49,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDXGVMlgBYVG5bqc74tURDBCa2aohM8R9ALtuAfLoyJN,18390471,,,,,,,
32756,DTP001,en,20210615,2,17:57:10,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfAUgu2k0XRkC2YQJW0sZzmoA4NPIRXiXfT5sEGJMbdpj,2205627,,,,,,,
96197,DTP001,en,20210614,1,18:02:19,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDZSVE%2BpuPKR%2BK67TkNmqSErNFIaMB9e4z7zyRKUjujn,15823434,,,,,,,
4064,DTP001,en,20210619,6,16:52:55,6,0,Q1_INTRO,1,2,6,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfI1qvqfFQvGmffU%2BzFxVbbr9c2W65By8bvjL5Dp1O%2Be7,17036087,,,,,,,
402,DTP001,en,20210619,6,14:33:10,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfIEge9URq6TIq0Ya98S8A0%2FudgUj4XLRx5urtZ0mue8h,16906456,,,,,,,
84823,DTP001,en,20210615,2,17:28:45,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfH1sruJJZevF2Ewxky9r25CoyNlNzzDa5mVKegt21gaT,1492182,,,,,,,
10615,DTP001,en,20210619,6,15:28:14,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfIl%2FCOAkz1BFsO%2FzxbEXEV0QGG5W89gbq9i1tob4oIHe,18818993,,,,,,,
8328,DTP001,en,20210619,6,19:52:57,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfPjS5A5smG9of09nOwA4zASPeJnJ%2FwxaY1hEvY9YiCmZ,19592506,,,,,,,
66972,DTP001,en,20210614,1,17:07:08,6,0,Q1_INTRO,1,2,6,Desktop,Mac OS X,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfFH0dYKeQQU6hjBATJC7ZFMT6Dbo34K1faBfez%2FNV3PP,482428,,,,,,,
557,DTP001,en,20210619,6,14:56:33,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJawjsvj9MCi3cLvcseDnk2afcCMBcRpMnfpLOvT3IAb,18814266,,,,,,,
49712,DTP001,en,20210615,2,17:40:05,6,0,Q1_INTRO,1,2,6,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfN%2FW%2FookRyXQBRg3XFmpxFTcxyTBXxqUPtU6%2FoZbswAa,165021,,,,,,,
14252,DTP001,en,20210614,1,17:13:42,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCuXw5UBNlJ0IWiOZXuZwoNRa%2FRrvDUmlf2XcAEaZS4x,15633676,,,,,,,
90096,DTP001,en,20210614,1,20:21:15,6,0,Q1_INTRO,2,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfMmXNcab5P5yb3bMS0HlGbZsAMuvxnA%2FknnLwgniRrO9,4042642,,,,,,,
35574,DTP001,en,20210615,2,16:56:20,6,0,Q1_INTRO,1,2,6,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGbQgrtfAIVqzxqpy8bLfiAnvPPR66BFrPJQkC92Llo7,19726865,,,,,,,
1330,DTP001,en,20210615,2,17:34:07,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGCCiBmKDtmACvi0fJY5luaBj3OdMDEMY7RbnhZoBjHY,18796998,,,,,,,
26189,DTP001,en,20210614,1,16:54:56,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfMfFz5vxK5aSieU6njksy%2FWhVKpScClVT6M0KxJUprLh,15216370,,,,,,,
49000,DTP001,en,20210614,1,17:14:44,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfE%2FUeetakhUsoktsMAIWzE%2Bx5hmLjvT6gipbS9GhU1Zh,15617921,,,,,,,
14814,DTP001,en,20210614,1,16:22:28,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfApfEnRa1TO7s4auBgDkNmKS%2FEXRiAwUKqUiyKCCb8Et,18789160,,,,,,,
55389,DTP001,en,20210615,2,21:20:52,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDNFCiFn1K81X43Yd0sU0EhLLiv28ZeVj1u2Z0vbpdTQ,18484635,,,,,,,
71934,DTP001,en,20210615,2,17:09:02,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfNMiezHJGnZWkE262kMN9fAqJrfpTKoIOdrtBnWOw0kn,18714496,,,,,,,
12790,DTP001,en,20210614,1,18:38:16,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfP21Fz6dwPPtK6oLPUhGWrpDINpI4Nq6x1NqfkI2hfZG,1587963,,,,,,,
14542,DTP001,en,20210615,2,17:35:15,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfFx9qYtD%2BCqzLIx3AurKF49VkACqtp8cHl1qLkL9%2FTxn,2546510,,,,,,,
49755,DTP001,en,20210615,2,16:50:47,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEqKKlsKT8AWAWjh%2FU%2Bm%2BNnZw7vOSLyWAw31ipbP4d0c,18283914,,,,,,,
52488,DTP001,en,20210615,2,17:51:06,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJG638A4cXV3ad93ixSwDmJg9sMCdInBDCLHOqKXn7ia,2454871,,,,,,,
54577,DTP001,en,20210615,2,17:24:29,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJVyLcUhDvpi4OtPaa%2BPwqHggtRe%2BUB2c77LrbB8PCLP,519683,,,,,,,
94567,DTP001,en,20210615,2,18:02:26,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfO5DL%2FocEj8aJKfzkPfBruUGOIjK68FA59M97lujMHGJ,296301,,,,,,,
11835,DTP001,en,20210619,6,15:02:28,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHYpiVgpWeVnXv95XAe%2FygmSQVxE1A8i9zhbYltVovOY,18373548,,,,,,,
95802,DTP001,en,20210615,2,18:52:14,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfA0RmnMycGprhP9m0%2BZQE9h44MKSytczU%2Bq7lAKG3263,18259175,,,,,,,
50870,DTP001,en,20210614,1,17:14:01,6,0,Q1_INTRO,1,2,6,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfMN4RMydpakqkAi%2Fi2WPMJP0eivyJ4w9hOtctHJYhfB5,2141910,,,,,,,
