survey_id,survey_name,language,last_connection_date,week_of_last_connection,start_time_of_last_connectio,duration_of_connection_in_seconds,duration_of_connection_in_minutes,last_question_filled,number_of_connections,disposition,total_duration_in_sec,device,device_os,survey_link,person_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7
50771,DTP001,en,20210615,2,17:25:44,73,1,Q7,1,1,73,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCcmeYlvPLoybQ7uOtlAGe4LIQaTJ35LXL4x5iPPQJl8,4841597,3,3,2,2,2,66,2
54729,DTP001,en,20210614,1,18:06:22,73,1,Q7,1,1,73,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfANjy%2FYm0ypkZLE4igY5%2BuXIo24pSA9%2BlowPcsWOF373,2182076,3,5,6,2,2,68,2
19136,DTP001,en,20210619,6,22:58:21,74,1,Q7,2,1,74,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfA7Z0GJpxdE9WxinyHxlkQlzsFgYq8LRdHt%2BkZrE%2Ft5h,18211487,3,2,5,3,1,38,2
62200,DTP001,en,20210615,2,16:31:41,76,1,Q7,1,1,76,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfFCuRpQayVnzirH1Vesr3XpFFYk10HHDimiOO9C%2BPptX,18566136,3,3,2,4,2,25,2
20480,DTP001,en,20210619,6,13:58:10,77,1,Q7,1,1,77,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEyUQkeo4w0327zpT6oE%2BQZczwHAEFKWPh3pUThW3nvV,18959772,3,5,2,1,1,100,3
63257,DTP001,en,20210615,2,17:25:50,78,1,Q7,1,1,78,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGk0Kgzqzc8WsDK%2Bkl64Rka28WdY3LnNFZJvx6zwxWDU,2787545,3,3,4,2,3,35,2
65480,DTP001,en,20210615,2,20:54:29,78,1,Q7,1,1,78,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfFQVIpnOmQFHlp1ExBJsK0OxbE6tPvUmTH21jtJRyXiT,2701764,3,4,2,2,2,42,2
86594,DTP001,en,20210615,2,17:39:14,78,1,Q7,1,1,78,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGqF1s9gkQeBP1QmHmXtiA3b2HoaDhn5b%2FCiccFZsEL7,3358729,3,3,4,1,2,55,2
92591,DTP001,en,20210615,2,18:18:37,80,1,Q7,1,1,80,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHaYn6QRT49jerTMmJ2cAaCmGFrp7VEnCMBSQx%2FbPZkp,15628440,3,5,3,2,2,46,2
12415,DTP001,en,20210615,2,17:17:13,80,1,Q7,1,1,80,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEA5NTzG8lVSz7TpKo5QTI5vowSeOtS9lwz%2BoYhYvJtS,2612847,3,1,1,1,2,34,1
43773,DTP001,en,20210616,3,11:45:09,80,1,Q7,1,1,80,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfLtsC45wQAuPMw4pTmM%2FK0VXKkff%2BRzgDPvEfVXUdybF,15583742,3,2,3,1,2,56,2
2840,DTP001,en,20210619,6,15:33:56,81,1,Q7,1,1,81,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfLb%2BsCD1F3ScD83FL0WlV1laZIAhaSZhGENfEKqFzG4q,18999007,3,3,2,2,2,33,2
39170,DTP001,en,20210616,3,07:32:17,81,1,Q7,1,1,81,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOtc%2FGQE5f8aHUu3Y9IBAB0oHOX6GhjQr4TkxtmEbg7I,15853988,3,3,2,3,1,32,2
69101,DTP001,en,20210615,2,18:14:30,81,1,Q7,1,1,81,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfLXY2%2BGFjaFN9NIBj5G5%2Fz%2Fe22qZFOseWSmKZReI%2FHWb,17132237,3,5,1,3,2,28,2
53268,DTP001,en,20210615,2,17:37:14,81,1,Q7,1,1,81,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfC5jiwxFQMLVFTGnOrM%2Bi4BCTfUDdsNa%2Bhp9HwmFGixl,16427966,3,3,3,3,1,59,2
44456,DTP001,en,20210615,2,17:07:11,82,1,Q7,1,1,82,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfBFl6OQz0Dq1YMZvbk1XCoy65UbNHuP7F7z2jDAo49D%2F,1429334,3,5,3,1,4,66,2
74212,DTP001,en,20210614,1,17:05:01,85,1,Q7,1,1,85,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJhg4bA9E8MXE%2B9eqxKsa300Iy2aKAqRBVz9KRuW3DKJ,18894205,3,5,6,1,2,33,4
84754,DTP001,en,20210615,2,16:54:00,86,1,Q7,1,1,86,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCpQJigIEjniMr5Z7ZJEIbq4wMmwY7E0bECbRzzB3EIF,17866375,3,4,3,1,2,30,1
2708,DTP001,en,20210615,2,01:33:27,86,1,Q7,1,1,86,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfK%2FsRHoBSy9gg9%2FtYV1CsIpHmf3s1Ori9qhBUfQOQYCS,17660624,3,3,3,1,2,44,2
29634,DTP001,en,20210615,2,17:27:29,86,1,Q7,1,1,86,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJTSj7xnkuYsX6wRDyINldEl53kojMWs1O8%2BojWsSwbN,2465941,3,2,5,1,3,38,2
36083,DTP001,en,20210622,2,13:58:38,88,1,Q7,3,1,88,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfDqyuL2upvBw99pctrbBO6m9224QwKMXrfht4B%2Fnz6yV,1607959,3,3,3,2,2,66,2
26597,DTP001,en,20210616,3,09:56:50,90,2,Q7,1,1,90,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfM%2B28QKcz7HU7nvQNnxf9TgxRitJxRNPPXjWcZv9vdb1,16172206,3,3,2,1,4,66,2
54666,DTP001,en,20210614,1,18:38:39,91,2,Q7,1,1,91,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOtzrI3e4NznbbQSFv%2FpPCj10GUNUiwkYFmj9FkqUcp%2F,2581604,3,1,5,3,2,58,2
68397,DTP001,en,20210614,1,17:18:29,91,2,Q7,1,1,91,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCNMy1lT%2BFYqk%2B%2BTUeJT0HwcyhlN2id4004xaC3fK3rQ,146224,3,5,5,1,2,42,2
92601,DTP001,en,20210619,6,08:02:49,92,2,Q7,1,1,92,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEINDIgwMVLsEHKhS0nBcINZo4x%2BbVcfa6MjOlJy4vX4,15876075,3,5,4,1,2,55,2
43919,DTP001,en,20210615,2,17:14:36,93,2,Q7,1,1,93,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCVSQ1nrdUs521FavP0Gklsa3FPQbkd20ZuSrQGKqTyr,2516949,3,3,3,2,4,40,2
748,DTP001,en,20210619,6,15:57:34,349,6,Q7,1,1,349,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKEN4g2P6d5nL5rCxx%2B0rxBCaeh%2FlbZGlBmng2V81gaw,18325270,3,4,6,1,3,31,2
23154,DTP001,en,20210615,2,17:10:27,94,2,Q7,2,1,99,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOIT5atn2RV%2Fn7RAXzd9jUbgAuZPDOC1XoYRBGJOlNxQ,17616803,3,5,6,2,4,65,2
15842,DTP001,en,20210614,1,17:25:11,95,2,Q7,1,1,95,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfFfuFBgcgbJEMnTv4yinbS3OKe5RXDA%2BhX%2FA%2FfbIYHVV,4114230,3,1,2,2,3,65,2
90448,DTP001,en,20210615,2,17:48:51,97,2,Q7,1,1,97,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKh2dukEEJNfywufU7j2KHXX2WDHQjP7wTx9Jxa11RzB,18674401,3,3,1,1,2,76,2
12013,DTP001,en,20210616,3,10:57:24,97,2,Q7,1,1,97,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfE1b4epJAcgotVQlvO6uN%2FycQF0rmkJ6opz0DjD%2BO3jL,437137,3,4,5,1,2,36,2
40042,DTP001,en,20210614,1,19:06:51,100,2,Q7,3,1,100,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfF3U7GXIFCg9tNkLqxG7zKCy28PuYYjhiD%2Fn3PcF%2B8Lb,2809468,3,5,4,1,4,58,2
45572,DTP001,en,20210614,1,17:51:26,100,2,Q7,1,1,100,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfE2Mdet0coa9JylucBbU1Yc8%2FMBF9ITf0FUlekKiEPT1,1314654,3,5,6,1,4,36,2
74574,DTP001,en,20210614,1,17:08:48,102,2,Q7,1,1,102,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJXBSIVpNJ%2Fe5OYTvnh1qSD7yUUzo7ZrfbJ8Kxh8vqJI,1821564,3,2,1,3,2,71,1
55901,DTP001,en,20210615,2,19:37:31,103,2,Q7,1,1,103,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfIdqOxpRTD2n30jJfWu4zuFWxKppm12HqKzbfdXTTjlW,18601846,3,6,1,2,3,23,2
95748,DTP001,en,20210615,2,17:03:05,104,2,Q7,1,1,104,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCNAIyFeCPd7joSwqRSpK5YXfk6GEn11uvC2xlsSapvb,1974899,3,5,3,1,2,64,2
83043,DTP001,en,20210615,2,19:39:25,105,2,Q7,1,1,105,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfA%2BR51piAolMoXUfvDIaUkjMvYts9BYinyHOKd9jQfKj,891712,3,5,2,1,2,75,1
59109,DTP001,en,20210615,2,16:49:03,105,2,Q7,1,1,105,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKNvw4sG0ok3oVPgojp53G86bhFTzv8KRZkd39ynvvSp,621617,3,1,5,4,2,80,2
31626,DTP001,en,20210615,2,19:11:25,105,2,Q7,1,1,105,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCETsPsPUxvjrYC833aYvwmxjcIDBiSS%2BjsfTDW648iM,1663070,3,2,3,2,2,57,2
73780,DTP001,en,20210615,2,17:29:22,107,2,Q7,1,1,107,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHyypV5mAo4fdVjSX8heOig7CmMKNclgIdLYfpmopmFy,15749186,3,3,2,1,2,33,2
18676,DTP001,en,20210616,3,15:09:13,109,2,Q7,1,1,109,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfP25ByXQ0Na8vBIPlFoJeRJVn48PGx7u%2BdSeFQGwvLUY,2103711,3,5,6,1,4,60,2
21831,DTP001,en,20210617,4,13:28:29,109,2,Q4,1,2,109,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOWVIxJj%2FOqkDfsIZbBQeVDxPbt4x2bwjM7s%2Fv7erQWn,15628129,3,4,2,2,,,
1578,DTP001,en,20210615,2,17:44:35,109,2,Q7,1,1,109,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfA4YBoD8P0Mf1Zt62s0RiJF0iJxTU2dr0mHasx53boGX,2437528,3,3,3,1,3,57,2
40243,DTP001,en,20210615,2,20:55:38,112,2,Q7,1,1,112,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfD3URebkAmW897nuzvpF2FfskC2Z6Fst20jxzVwP%2B2Ny,2693122,3,3,2,2,2,69,2
16455,DTP001,en,20210619,6,14:14:31,112,2,Q7,9,1,112,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJPRiei2yawBLdX%2BpNEvNpdW7lvLZn6qTVc1iCi5Yzx3,16855620,3,2,6,4,2,60,2
31659,DTP001,en,20210614,1,17:58:40,112,2,Q7,1,1,112,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfPUgG4IAag3XjAQQrt1GtBLlXbeIb%2F6PH87iIj8mhNyn,18195300,3,4,6,2,2,31,2
2924,DTP001,en,20210614,1,17:46:14,113,2,Q7,1,1,113,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfOcgmdN9I6hwEdV3Ymm7gAMIPV%2BVSNdu9cWntzmiXyMs,1290925,3,5,4,1,4,77,1
13903,DTP001,en,20210619,6,14:30:55,113,2,Q7,1,1,113,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGreg8E2IWGAYm1uD1cI0aIqwfutFCxxyoPjA%2BD4klo6,18530475,3,4,3,1,2,30,2
25445,DTP001,en,20210622,2,13:36:49,114,2,Q7,2,1,115,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfB4gWtF0JrOfot6YAxSD8UfXSX2gnQ7SMi7RNdq7Nnjx,3598634,3,5,3,3,2,65,2
89324,DTP001,en,20210615,2,17:35:33,115,2,Q7,1,1,115,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfPKgkFJ72KJLUi9Q0ehfjGzxONQpxalmFo%2FiGaQLeSkE,1677252,3,5,3,1,2,50,2
97535,DTP001,en,20210616,3,08:14:35,115,2,Q7,1,1,115,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfCxUTJacUMoMJEXdNCNsuCo1nW5nsjTtfFh96qYZscC5,18508526,3,5,2,4,2,60,2
12163,DTP001,en,20210620,0,08:25:03,115,2,Q7,1,1,115,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfLW9xR%2Fyh0ufs9pGtJHm4rlAdHt2GyYu1AuSD45qR5U%2B,15168034,3,3,2,1,2,58,2
12474,DTP001,en,20210619,6,15:08:40,116,2,Q7,2,1,116,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEcWgAvWEhNgFETYjcHA5oqW4nf%2Bh1W8kMH74Z75GXaP,15689250,3,5,3,1,4,70,2
6720,DTP001,en,20210619,6,18:44:40,117,2,Q7,1,1,117,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfA6rFXKA%2FsNNJh7Ug%2FsBFnd2N3zuVWzjYTRUiE4D28CQ,17035219,3,5,6,1,4,29,4
68860,DTP001,en,20210615,2,17:47:08,120,2,Q7,1,1,120,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGuwoEsGYHrBVyIETtQnJGQeJYBFk9Ai%2FHRMphKeE0cM,16887575,3,5,3,1,2,100,1
54517,DTP001,en,20210615,2,18:24:09,635,11,Q7,1,1,635,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfPdDogowBhztSYvDtyvIFiFvM0DgkOewAGRmvFc7bFWw,16026506,3,2,3,2,4,20,1
25545,DTP001,en,20210615,2,18:20:46,125,2,Q7,1,1,125,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfI94wkk03vvgkhi%2FSkM0wY1A5q3GBesMMerlEapnErFQ,1628569,3,5,6,2,2,56,2
26800,DTP001,en,20210616,3,08:34:28,126,2,Q7,1,1,126,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfO3gnSgMvyrmaFjyCWkpiqOVI%2FZYtgQgC09Fgx00qsYt,1581373,3,5,3,1,2,59,2
3450,DTP001,en,20210615,2,16:44:37,127,2,Q7,1,1,127,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKBV7HGjSy5riLjc9xRJiItrvZgHson4M0T79%2B4Boa7r,893290,3,5,3,2,3,68,2
926,DTP001,en,20210619,6,16:24:08,129,2,Q7,1,1,129,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfIZAKj4f9P0%2BCneF9eEPj10tEAP4gFKkCtEZsxvvwrWq,2406501,3,6,3,1,4,28,1
17482,DTP001,en,20210615,2,22:28:20,129,2,Q7,1,1,129,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfAmQe%2BuavdSEdGQ0Ia7ZfL5tUJhxtlcqbmgc6v27xS0P,2573515,3,5,5,2,2,60,2
42304,DTP001,en,20210614,1,17:14:20,131,2,Q7,1,1,131,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfK%2F1Ws6RMoYD4KURFQWdf4SB%2BcfTBbGcUdnDwKIAEXdw,18570963,3,6,6,2,3,48,2
28693,DTP001,en,20210615,2,17:37:04,132,2,Q7,1,1,132,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfL8SNQitzzDW1QiZ4O5XlEB5wYVThC8Ffqvu7e1kUojb,2581025,3,3,2,2,1,39,2
92033,DTP001,en,20210615,2,17:46:03,132,2,Q7,1,1,132,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfPkx8omLvAbHkqGgbLxTiYD0%2BQhH50whY%2Bg4VDvlqP71,17562416,3,3,3,1,4,18,4
52324,DTP001,en,20210615,2,21:19:30,134,2,Q7,1,1,134,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJmG7PsesNyS4Mo3%2BAW2x%2BfnKhb%2Fkgn6jdoBxqgMORVO,4342967,3,5,4,1,4,70,1
49823,DTP001,en,20210619,6,07:43:23,395,7,Q1_INTRO,1,2,395,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfChwO2gfw9qR1xDbshW9y%2FrQNzQSut5BMTAzD72ZXZSN,1076150,3,6,6,1,,,
16628,DTP001,en,20210619,6,15:16:28,142,2,Q7,1,1,142,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfLXmZK779RHU9Ux4NuwDqW0D1fQ50LV3MUtWKWoB0HKg,4470352,3,3,4,1,2,48,2
53500,DTP001,en,20210616,3,08:46:17,145,2,Q7,1,1,145,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfD0GiKxE3DDc17coFEFRcXR%2BwiFtXzJZxeB2iJQtzhVS,2662282,3,5,2,2,2,69,4
18551,DTP001,en,20210615,2,19:18:51,149,2,Q7,1,1,149,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGRQdtty93afOIVlKfp9WUoOwweyUtcwDbw%2BI5nEOtie,1645642,3,2,2,1,2,68,2
13441,DTP001,en,20210619,6,21:33:56,151,3,Q7,1,1,151,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfIc3sShYRw0o19Oo62phCGYPPiPztl1y4XkC5FYVJ318,4316170,3,5,4,3,1,37,1
30942,DTP001,en,20210615,2,17:34:03,153,3,Q7,1,1,153,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEGdw9NE9oHNhALGCpd8avjzuI%2B9UDKQU%2BLo0xhTgqQo,15977068,3,4,4,3,4,35,2
29110,DTP001,en,20210622,2,08:35:45,160,3,Q7,1,1,160,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfLuZ8HhrBLysJEzin9p84fgdDNKmbMZcku4mx4VR9lVY,3618658,3,2,4,3,1,47,2
89239,DTP001,en,20210614,1,22:33:23,165,3,Q7,1,1,165,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfGcuepbFDmY0dq0T6kASEYHFFwoDnI3pyANyfCPruKRP,1074850,3,4,4,1,4,65,1
79827,DTP001,en,20210615,2,18:05:15,172,3,Q7,2,1,172,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfBPsA29wBdY9K23lR1XMx8jMVqZ1TUOD83Zeu%2F%2FywfUc,2590761,3,5,5,3,1,63,2
79311,DTP001,en,20210615,2,17:29:22,172,3,Q7,1,1,172,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfAJm54GjRSmlCWQmOIoyQJVFu1SMdd5c%2B28Hk5dIpERz,164485,3,4,4,2,2,57,2
16263,DTP001,en,20210616,3,17:52:14,174,3,Q7,1,1,174,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfAqQ4j13hrCFiLwPmkoUgYSfAVR4DClXjJLigb%2Bft8Ky,4228890,3,5,3,1,2,56,4
42686,DTP001,en,20210615,2,18:18:32,175,3,Q7,1,1,175,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfHN3fKMrv2ZHUsfdDb9ULlWPfC69%2FzFmpyh0if%2FnyVcu,18884410,3,2,2,2,2,25,4
20482,DTP001,en,20210619,6,15:06:48,176,3,Q7,1,1,176,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfL94bY1nOZUeRniu9gDUqSyRhi4I5iFMPp4FB1yLKNCc,2631064,3,2,4,2,2,68,2
7496,DTP001,en,20210619,6,20:43:36,177,3,Q7,1,1,177,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfKr0vV5shHsWIQQ80SMUF2SN2iSfm1SFPBtgTk0FAo4z,520234,3,1,1,3,3,61,2
53328,DTP001,en,20210615,2,16:54:23,948,16,Q7,1,1,948,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfD1095HuWUgRDVEaS%2BB%2B3CjLekPzVg79bG2iOPVurt4d,17727431,3,6,1,3,1,32,2
81737,DTP001,en,20210615,2,20:02:02,182,3,Q7,1,1,182,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfEO26idIWvSF655DySlAT6KCpV5%2Bvh%2FHU4nzoxkm9aph,15713957,3,4,2,2,2,70,2
21136,DTP001,en,20210619,6,15:15:02,195,3,Q7,1,1,195,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfC%2BkJrUdVoj2Sr6XhdQntLGRlhkOK3OhXIpPEfZ6db%2Bk,15614170,3,4,2,1,4,33,2
58112,DTP001,en,20210615,2,17:08:07,209,3,Q7,1,1,209,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfADzqUn2AyiR25Qug3HOTwa57KAvH96pbETzfzWmamPj,2607394,3,1,1,3,2,53,2
3882,DTP001,en,20210619,6,20:44:06,228,4,Q7,1,1,228,Smartphone,IOS,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfE2FXzDzDssTNILIbP1ERAxuCByfr6BMe94mcAIzU71i,26938,3,3,6,4,2,77,2
54493,DTP001,en,20210614,1,17:15:28,1782,30,Q7,1,1,1782,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfMr72bX%2FIfQSAdJ8wvcxna2GC0Npp3WSdbTbu1cF8MDE,15367497,3,3,3,3,2,57,2
1876,DTP001,en,20210620,0,22:11:09,0,0,Q2,2,2,88,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfPgEdvFXvOjEfhMIMWlr9WTCAij5BHAAE%2BAA8gKk1m2R,842216,4,2,6,3,,,
63485,DTP001,en,20210616,3,15:12:25,0,0,Q2,1,2,102,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfBik4gRhHy1XMVA1%2BZZYgOSV6q0rC2a6U2EUayfB7tlV,19049286,4,3,6,4,,,
5388,DTP001,en,20210619,6,17:42:27,0,0,Q7,2,1,123,Unknown,Not A Device,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJ2JWxf081%2FKMmwFHEa6LfGALJtsdzrH2OgEAmDgt%2FgA,18948364,4,5,3,2,2,64,2
26387,DTP001,en,20210615,2,17:14:45,0,0,Q3,1,2,67,Smartphone,Android,https://surveys.reconmr.com/S2/1/DTP001/?st=46JGj3mkjK%2BsguvNMtOJfJ4YFtJYHG9U1v9xpyjkWtooCZxiMci8nTZoibhLrnYB,17356186,4,5,6,1,,,
