Year,HYBAS_ID,mean_annual_temp_k
2000,1120030770,291.392983546213
2000,1120032100,293.570813714105
2000,1121453520,297.826864300112
2000,1090048530,293.746551833473
2000,1120137260,294.257130046753
2000,1060832320,300.942308236441
2000,1120099200,290.836453876593
2000,1060100110,294.134766639825
2000,1121660810,290.733928841604
2000,1120031600,292.647532472088
2000,1120073570,292.070182750706
2000,1060695310,301.971896953307
2000,1120721340,299.106719577492
2000,1121176200,294.627593806147
2000,1090060190,291.1529899177
2000,1070794920,298.167861985546
2000,1121315740,296.525451450845
2000,1091632180,289.076879856198
2000,1120033070,292.822279054456
2000,1120745070,301.368938140585
2000,1030023300,300.744433501133
2000,1080680480,300.784131342083
2000,1100184920,294.249660191796
2000,1091632280,288.348792360047
2000,1041259950,296.403338902463
2000,1120029660,292.0047762347
2000,1120102610,292.172053571088
2000,1091519790,295.347134904698
2000,1080036020,299.093713492879
2000,1060020250,297.65394779199
2000,1080048090,295.894254338821
2000,1040011670,295.359143772788
2000,1081315920,298.038363865021
2000,1121498970,299.10613976959
2000,1080044500,290.039308965297
2000,1090931470,298.521477798991
2000,1120083440,290.761247176923
2000,1120032360,293.707456782442
2000,1120033960,292.799964562866
2000,1100062690,297.101558363406
2000,1120030200,291.378282388995
2000,1121682110,294.268005851686
2000,1081114280,297.324912199891
2000,1120102930,295.119752002625
2000,1091530700,295.361437339026
2000,1071319950,296.088147342424
2000,1120031640,292.725754950874
2000,1120102760,295.24159562345
2000,1120174610,293.534031333024
2000,1081660000,289.7717574425
2000,1070027410,299.368715695776
2000,1071510500,293.926318140212
2000,1071007520,299.340915358788
2000,1071582410,296.806322606606
2000,1120154260,293.929434270375
2000,1060029810,290.42329449257
2000,1060041040,297.186308938208
2000,1081465540,297.383401871257
2000,1071532310,293.208731853117
2000,1091601360,293.840393479386
2000,1120088080,289.873953969306
2000,1070029670,291.312391702309
2000,1120034430,294.283770582563
2000,1101179610,291.236529481991
2000,1121638350,291.122293397556
2000,1040009450,296.01653042578
2000,1120029390,292.150366174414
2000,1101520930,295.278899518455
2000,1121764180,298.431805764955
2000,1120107070,294.042712936232
2000,1080047540,287.77213661502
2000,1121438330,299.015710972771
2000,1120284330,296.31759185791
2000,1120030970,290.883270102346
2000,1120033060,292.84275087208
2000,1090612190,301.871178032882
2000,2080825360,293.931514837075
2000,1081163390,295.183211923374
2000,1120086060,292.09486454283
2000,1070041180,293.589721361425
2000,1060032170,293.349019838193
2000,1120000470,297.273839118682
2000,1120034450,294.237634758591
2000,1120142260,293.514991966454
2000,1091172040,292.22344696791
2000,1121176150,294.661708352554
2000,1121440260,298.92775916519
2000,1120082780,292.049682459065
2000,1120138390,294.364807735662
2000,1091497770,291.587784230573
2000,1120102340,291.887759766429
2000,1060845800,299.944014944754
2000,1120066020,291.997674716978
2000,1121672460,287.88510011861
2000,1061170490,297.10589006026
2000,1080655710,301.977487442453
2000,1120669820,300.295040802306
2000,1120710780,300.888967071909
2000,1120733730,300.306210206189
2000,1090813390,302.132746175844
2000,1060841720,302.491525408146
2000,1120949060,302.674035991886
2000,1121299610,299.568906675827
2000,1120037860,298.972839847688
2000,1121583380,293.826143770883
2000,1120015390,290.824154075133
2000,1121951260,302.10617431263
2000,1090876610,300.778102830596
2000,1120943000,302.666624223308
2000,1121060910,299.822039827736
2000,1121177210,299.843699725769
2000,1122095980,299.903507866362
2000,1121217380,293.298655146745
2000,1121265880,299.387752178588
2000,1030008110,297.194428260499
2000,1081305200,298.118611217112
2000,1121333980,296.567010624394
2000,1121334940,296.087404586256
2000,1122180770,298.386911815713
2000,1080032500,293.282300894094
2000,1100034450,294.364209270229
2000,1030040200,295.405377598723
2000,1070041770,296.044264445231
2000,1120689560,302.311554429574
2000,1120649280,301.990844544756
2000,1121988330,302.326961321926
2000,1120913380,298.567595603077
2000,1120023340,299.696934661375
2000,1071428710,294.990874343314
2000,1121437690,297.467572689371
2000,1120036340,299.235597974514
2000,1121653060,288.312942840353
2000,1121948690,301.394720547441
2000,1120818230,300.964154406196
2000,1121962370,296.032155736055
2000,1120876580,300.760571633392
2000,1121986090,301.4219144998
2000,1120901820,301.729516601562
2000,1120902320,302.396223564368
2000,1122001600,296.765751865006
2000,1122030210,298.441935963646
2000,1121135730,294.350892132151
2000,1122083490,295.507320503136
2000,1121327660,297.254661998727
2000,1121360440,295.057088759106
2000,1120653020,299.778003829639
2000,1120026480,299.180684729468
2000,1120688740,301.962883018111
2000,1120914880,302.461395561114
2000,1121204710,299.937979200276
2000,1121973300,293.011178317979
2000,1120864420,296.799268821896
2000,1120910550,302.44238370805
2000,1090943790,293.663579904243
2000,1121181800,299.732693472701
2000,1121191270,296.756841955574
2000,1121263290,299.187089061526
2000,1122134480,298.196836785709
2000,1120009390,299.748362829519
2000,1121367030,296.022360605736
2000,1121179900,294.636004049236
2000,1090052790,293.952845659829
2000,1071366720,295.125242195825
2000,1120341400,298.75241439731
2000,1120028050,297.099882531043
2000,1120583590,302.145743033736
2000,1040641660,298.784537351305
2000,1121900590,301.089669737442
2000,1121905950,301.333453348148
2000,1121188870,294.517896751292
2000,1121305120,298.69886748451
2000,1121388800,295.672495303997
2000,1121550530,297.676711515577
2000,1122264860,291.404363263149
2000,1120753800,302.667819244693
2000,1120839290,300.134942154761
2000,1122007360,302.623113896479
2000,1120978240,302.778455413423
2000,1121010660,299.295777777664
2000,1122132690,297.450282294405
2000,1121299710,298.731522564458
2000,1122163810,294.787489483119
2000,1121362240,294.963831222184
2000,1120591430,302.086346430344
2000,1121870500,301.999075619096
2000,1120679590,302.158282672157
2000,1120704570,300.315153793461
2000,1122094890,294.689697504893
2000,1121333800,296.297224589358
2000,1121487930,297.293630136608
2000,1091490150,297.046361884979
2000,1091584770,296.479515119042
2000,1122280720,290.406594423904
2000,1122295710,287.179078714967
2000,1120766400,301.961465551971
2000,1120835820,299.560050849694
2000,1121971500,302.250380143923
2000,1120876700,300.686081816021
2000,1120076070,291.733809633953
2000,1120920060,298.492299142894
2000,1080964200,299.238455236103
2000,1081610000,287.697980216911
2000,1120565440,302.163327485559
2000,1120588280,302.111223183131
2000,1120609250,302.616928236906
2000,1120633370,302.399975257384
2000,1120679040,300.467309029148
2000,1120708890,302.353152155701
2000,1090713870,300.409685542441
2000,1120720890,300.611697556385
2000,1120719820,298.973905244099
2000,1121130840,296.433579951972
2000,1121310390,294.89077162563
2000,1081597920,289.432538064943
2000,1121631670,292.827868489148
2000,1120819080,302.055571754914
2000,1120838880,299.740278019049
2000,1120851630,302.344181760981
2000,1120855410,302.336976264446
2000,1120903890,301.517048082854
2000,1122001670,302.521878126191
2000,1120951730,301.665821509161
2000,1122137550,298.000505452474
2000,1122155210,299.762793016999
2000,1120581530,298.207967411206
2000,1080575140,302.218645842287
2000,1121869800,302.425344788105
2000,1120601050,302.475005884555
2000,1121904320,302.159290713683
2000,1120704660,300.324109911919
2000,1120083230,291.876351790273
2000,1121441750,298.493137191178
2000,1122211640,298.302699612496
2000,1122233220,298.666636003767
2000,1120828410,299.431967927316
2000,1120871070,302.650660326527
2000,1121983320,299.807422160717
2000,1120927210,302.563235583183
2000,1122006360,302.611463489817
2000,1120971620,298.752545741216
2000,1121151120,297.945678998839
2000,1122142490,297.163388780574
2000,1121360540,295.021869974925
2000,1081385490,294.491889858642
2000,1121429870,299.00636228843
2000,1121470330,297.327532280816
2000,1122242940,295.501353508264
2000,1122243350,292.200149755078
2000,1121533670,297.608933842342
2000,1122250140,294.201480885941
2000,1121595090,294.71446641327
2000,1121598200,287.868656291828
2000,1121610830,291.178553192761
2000,1121618100,286.926175743152
2000,1121622120,295.828718519702
2000,1121634400,288.151058513656
2000,1121454600,297.703087140376
2000,1122225690,291.579837484599
2000,1122242330,293.987606538653
2000,1122248320,295.062571593693
2000,1121609250,288.595463485718
2000,1121632100,289.22776590501
2000,1121639810,287.119008139959
2000,1121649730,287.679257689617
2000,1121651070,288.293894659873
2000,1121438380,298.993437642637
2000,1121439120,298.702046814992
2000,1122212450,297.958859358005
2000,1121464180,292.133103617122
2000,1122228950,295.256909715154
2000,1122229710,298.219425782886
2000,1120039280,295.773029940214
2000,1121530700,295.339485019116
2000,1121581450,291.778170500428
2000,1121606260,290.448505109525
2000,1081619350,295.480758006756
2000,1121625390,290.116406321526
2000,1122287000,291.758006083936
2000,1122289750,288.694244859989
2000,1121641260,288.208155082432
2000,1122296110,287.384635916452
2000,1122297370,290.083705197848
2000,1121410030,294.802391340801
2000,1121440080,296.361490665201
2000,1121438500,297.9965183949
2000,1121440850,296.397350108957
2000,1121446180,296.268602799165
2000,1122226450,290.860418533136
2000,1122234520,296.403598791769
2000,1122246240,295.383042622492
2000,1121547990,295.109248445967
2000,1121582380,293.141605120791
2000,1121596400,291.115402502719
2000,1121598900,287.342042023027
2000,1122276750,289.406787508566
2000,1122277670,287.543540112153
2000,1121618840,287.78221561073
2000,1121631640,288.640278142862
2000,1090014230,292.546080266432
2000,1121423970,296.566616777762
2000,1122205980,296.411866705608
2000,1121442220,298.782847128429
2000,1120039150,295.561220366379
2000,1121525110,295.495272273066
2000,1121530270,295.577742815447
2000,1122262630,294.105599477004
2000,1122276040,288.53740826775
2000,1122277000,289.571353644493
2000,1101605200,287.893016518786
2000,1121625900,287.378296408424
2000,1121641930,287.879228447387
2000,1121645810,286.508581063686
2000,1120037160,299.702121847602
2000,1122196750,294.918128043106
2000,1121434390,295.283999844917
2000,1121435470,297.90981091615
2000,1121463020,292.428609160471
2000,1120038840,295.700563759379
2000,1122219240,294.196514430285
2000,1121465570,298.593218592971
2000,1121507980,297.581827417576
2000,1122248650,294.536972268887
2000,1120012620,296.59380610465
2000,1121602120,288.898442278212
2000,1122283920,288.242405734801
2000,1122285890,289.167772658907
2000,1121659250,289.079246746233
2000,1120026690,298.622837661395
2000,1121922560,300.600258209497
