,Province,Year,Scope 1 Total,Scope 1+2 Total,POP,GDP,Forest_Coverage_Rate,North,Mean_North_Winter_Temp
288,Zhejiang,2009,338.4746078125286,361.89981254356695,5276.0,22833.7,54.41,0,-0.93
289,Hainan,2009,26.997130913922664,26.997130913922664,864.0,1620.3,48.87,0,-0.93
290,Hubei,2009,275.1843819313942,274.14553005397477,5720.0,13192.1,26.77,0,-0.93
291,Hunan,2009,239.04851162192577,264.80745734008264,6406.0,12772.8,40.63,0,-0.93
292,Gansu,2009,100.81326106754993,101.03352629788792,2555.0,3268.3,6.66,1,-0.93
293,Fujian,2009,187.81732356593022,186.08797277620673,3666.0,12418.1,62.96,0,-0.93
294,Guizhou,2009,184.70320741040462,146.4521645831714,3537.0,3856.7,23.83,0,-0.93
295,Liaoning,2009,406.8927430511158,436.37138590879476,4341.0,12815.7,32.97,1,-0.93
296,Chongqing,2009,133.08107012288158,146.07522359173058,2859.0,6651.2,22.25,0,-0.93
297,Shaanxi,2009,185.950595134729,187.45062801394684,3727.0,7997.8,32.55,1,-0.93
298,Qinghai,2009,33.456701024566286,33.62202135970795,557.0,939.7,4.4,1,-0.93
299,Heilongjiang,2009,203.16879393582428,200.5476886662241,3826.0,7218.9,39.54,1,-0.93
300,Shanghai,2010,195.50302827774368,231.0903474265625,2303.0,17915.4,9.41,0,-1.36
301,Yunnan,2010,198.126342692032,181.83642901994975,4602.0,7735.3,47.5,0,-1.36
302,InnerMongolia,2010,490.6219776174094,387.56685574735866,2472.0,8199.9,20.0,1,-1.36
303,Beijing,2010,105.0396503711451,159.51614361279408,1962.0,14964.0,31.72,1,-1.36
304,Jilin,2010,202.64767426280343,196.16058476120782,2747.0,6410.5,38.93,1,-1.36
305,Sichuan,2010,304.46086198970346,303.21628313394154,8045.0,17224.8,34.31,0,-1.36
306,Tianjin,2010,139.15245508799373,149.78632451497134,1299.0,6830.8,8.24,0,-1.36
307,Ningxia,2010,97.91519042245451,93.36081156613596,633.0,1571.7,9.84,1,-1.36
308,Anhui,2010,271.4410193008641,241.5734355895802,5957.0,13249.8,26.06,0,-1.36
309,Shandong,2010,795.4924852384287,815.7262832072564,9588.0,33922.5,16.72,1,-1.36
310,Shanxi,2010,443.01021169808365,378.7820875061327,3574.0,8903.9,14.12,1,-1.36
311,Guangdong,2010,476.84115568397135,560.3450689799854,10441.0,45944.6,49.44,0,-1.36
312,Guangxi,2010,174.6053329175005,175.54247051706548,4610.0,8552.4,52.71,0,-1.36
313,Xinjiang,2010,169.46439830264163,169.2541703817781,2185.0,5360.2,4.02,1,-1.36
314,Jiangsu,2010,589.8210571111091,630.6636825405085,7869.0,41383.9,10.48,0,-1.36
315,Jiangxi,2010,151.89277852902677,158.02511848162277,4462.0,9383.2,58.32,0,-1.36
316,Hebei,2010,681.7861544840373,746.9398299180873,7194.0,18003.6,22.29,1,-1.36
317,Henan,2010,513.6118440938787,528.9977371009816,9405.0,22655.0,20.16,0,-1.36
318,Zhejiang,2010,361.1203557338119,386.85068605722097,5447.0,27399.9,57.41,0,-1.36
319,Hainan,2010,28.925926539376242,28.800816000754992,869.0,2020.5,51.98,0,-1.36
320,Hubei,2010,337.6585676166213,333.91652042724195,5728.0,16226.9,31.14,0,-1.36
321,Hunan,2010,262.15386754397247,281.1812149332375,6570.0,15574.3,44.76,0,-1.36
322,Gansu,2010,127.58706335732481,129.09420060048808,2560.0,3943.7,10.42,1,-1.36
323,Fujian,2010,201.08385590023732,199.20443375740788,3693.0,15002.5,63.1,0,-1.36
324,Guizhou,2010,192.42304615485264,159.05332119647244,3479.0,4519.0,31.61,0,-1.36
325,Liaoning,2010,458.7596772760892,496.07159458186703,4375.0,13896.3,35.13,1,-1.36
326,Chongqing,2010,145.4157381793088,161.50854077739407,2885.0,8065.3,34.85,0,-1.36
327,Shaanxi,2010,225.25707276334555,220.81052294439945,3735.0,9845.2,37.26,1,-1.36
328,Qinghai,2010,32.011273447715986,35.83429472000342,563.0,1144.2,4.57,1,-1.36
329,Heilongjiang,2010,224.85888002324447,223.16778314121305,3833.0,8308.3,42.39,1,-1.36
330,Shanghai,2011,201.49469207404664,233.98635144903525,2356.0,20009.7,9.41,0,-0.66
331,Yunnan,2011,209.16100908403334,194.4886020954318,4620.0,9523.1,47.5,0,-0.66
332,InnerMongolia,2011,616.5521931220763,476.12280022888683,2470.0,9458.1,20.0,1,-0.66
333,Beijing,2011,95.31081762297845,155.81443200180746,2024.0,17188.8,31.72,1,-0.66
334,Jilin,2011,234.433201893691,228.5513882324629,2725.0,7734.6,38.93,1,-0.66
335,Sichuan,2011,308.64693239261726,312.8982674617344,8064.0,21050.9,34.31,0,-0.66
336,Tianjin,2011,154.28934377191771,164.16106332135703,1341.0,8112.5,8.24,0,-0.66
337,Ningxia,2011,139.83782632635416,115.79755201980967,648.0,1931.8,9.84,1,-0.66
338,Anhui,2011,294.08613897707727,262.9173919120215,5972.0,16284.9,26.06,0,-0.66
339,Shandong,2011,830.7683050604712,875.8387546828915,9665.0,39064.9,16.72,1,-0.66
340,Shanxi,2011,474.8159666235525,410.51734406071387,3562.0,10894.4,14.12,1,-0.66
341,Guangdong,2011,526.2636938222704,594.0858922681144,10756.0,53072.8,49.44,0,-0.66
342,Guangxi,2011,195.17490008002235,204.57958011798547,4655.0,10299.9,52.71,0,-0.66
343,Xinjiang,2011,206.3869704787732,203.88492418625484,2225.0,6532.0,4.02,1,-0.66
344,Jiangsu,2011,636.9380606088658,675.5212454433979,8023.0,48839.2,10.48,0,-0.66
345,Jiangxi,2011,165.33273882690682,174.38505501885084,4474.0,11584.5,58.32,0,-0.66
346,Hebei,2011,760.7022684952076,832.7972225596436,7232.0,21384.7,22.29,1,-0.66
347,Henan,2011,556.076005337778,570.1015434011867,9461.0,26318.7,20.16,0,-0.66
348,Zhejiang,2011,382.70565614537844,415.2583180336343,5570.0,31854.8,57.41,0,-0.66
349,Hainan,2011,34.921713764557545,34.912274832381044,890.0,2463.8,51.98,0,-0.66
350,Hubei,2011,384.29986995406114,364.1696374416025,5760.0,19942.5,31.14,0,-0.66
351,Hunan,2011,291.8840658424387,314.57277603567655,6581.0,18915.0,44.76,0,-0.66
352,Gansu,2011,140.31612868547626,134.25112446503283,2552.0,4816.9,10.42,1,-0.66
353,Fujian,2011,238.13672202057845,235.74891580434124,3784.0,17917.7,63.1,0,-0.66
354,Guizhou,2011,212.56005902687633,184.41527155905587,3530.0,5615.6,31.61,0,-0.66
355,Liaoning,2011,471.2427563690633,514.623234351819,4379.0,16354.9,35.13,1,-0.66
356,Chongqing,2011,166.6056795300201,185.6147664315439,2944.0,10161.2,34.85,0,-0.66
357,Shaanxi,2011,247.48329163503573,227.52143601040828,3765.0,12175.1,37.26,1,-0.66
358,Qinghai,2011,36.85486450699522,46.81437741040042,568.0,1370.4,4.57,1,-0.66
359,Heilongjiang,2011,254.78670014789645,251.82329444735794,3782.0,9935.0,42.39,1,-0.66
360,Shanghai,2012,195.92639429225275,248.4079165675518,2399.0,21305.6,9.41,0,-1.86
361,Yunnan,2012,215.81847531200285,231.2074907315644,4631.0,11097.4,47.5,0,-1.86
